customerID,ChurnStatus,Churn,gender,SeniorCitizenLabel,Partner,Dependents,tenure,TenureGroup,Contract,PaymentMethod,PaperlessBilling,InternetService,PhoneService,MonthlyCharges,ChargesBand,TotalCharges,CLV,RuleBasedRisk,SeniorCitizen,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,ChurnLabel
9489-JMTTN,Active,0,Female,No,Yes,Yes,72,49–72 months,Two year,Credit card (automatic),No,DSL,Yes,89.75,High ($65–95),6595.9,6462.0,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
0575-CUQOV,Active,0,Male,Yes,Yes,No,60,49–72 months,One year,Electronic check,Yes,Fiber optic,Yes,97.95,Premium (>$95),5867.0,5877.0,Low Risk,1,No,No,Yes,Yes,No,Yes,Yes,No
0967-BMLBD,Active,0,Female,No,Yes,Yes,11,0–12 months,One year,Mailed check,Yes,No,Yes,20.0,Low (<$35),196.35,220.0,Low Risk,0,No,No,No,No,No,No,No,No
6178-KFNHS,Churned,1,Female,No,No,Yes,12,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,78.3,High ($65–95),909.25,939.6,High Risk,0,Yes,Yes,No,No,No,No,No,Yes
2830-LEWOA,Active,0,Male,No,Yes,Yes,61,49–72 months,One year,Credit card (automatic),No,Fiber optic,Yes,103.9,Premium (>$95),6449.15,6337.9,Low Risk,0,No,No,Yes,Yes,Yes,Yes,Yes,No
5006-MXVRN,Active,0,Female,No,No,No,39,25–48 months,Two year,Credit card (automatic),No,No,Yes,20.7,Low (<$35),762.45,807.3,Low Risk,0,No,No,No,No,No,No,No,No
1264-BYWMS,Churned,1,Male,No,No,No,55,49–72 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,96.8,Premium (>$95),5283.95,5324.0,Low Risk,0,Yes,No,No,No,No,Yes,Yes,Yes
9658-WYUFB,Churned,1,Female,No,No,No,17,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,94.4,High ($65–95),1617.5,1604.8,Medium Risk,0,Yes,Yes,Yes,No,No,Yes,No,Yes
8327-WKMIE,Active,0,Male,No,No,No,37,25–48 months,One year,Credit card (automatic),No,No,Yes,20.15,Low (<$35),785.75,745.55,Low Risk,0,No,No,No,No,No,No,No,No
6917-FIJHC,Active,0,Female,No,Yes,No,72,49–72 months,Two year,Mailed check,Yes,No,Yes,26.0,Low (<$35),1776.0,1872.0,Low Risk,0,Yes,No,No,No,No,No,No,No
5329-KRDTM,Active,0,Male,Yes,Yes,No,72,49–72 months,Two year,Credit card (automatic),No,DSL,Yes,77.35,High ($65–95),5396.25,5569.2,Low Risk,1,Yes,No,Yes,Yes,Yes,Yes,No,No
7797-EJMDP,Active,0,Female,No,No,No,8,0–12 months,Month-to-month,Bank transfer (automatic),No,DSL,Yes,66.05,High ($65–95),574.5,528.4,High Risk,0,No,Yes,No,No,Yes,No,Yes,No
3530-VWVGU,Active,0,Female,No,Yes,Yes,22,13–24 months,Month-to-month,Mailed check,No,No,Yes,19.9,Low (<$35),400.3,437.8,Medium Risk,0,No,No,No,No,No,No,No,No
2013-SGDXK,Churned,1,Female,No,No,No,1,0–12 months,Month-to-month,Electronic check,No,Fiber optic,Yes,84.3,High ($65–95),84.3,84.3,High Risk,0,No,No,Yes,No,No,Yes,No,Yes
6368-NWMCE,Active,0,Female,No,No,No,38,25–48 months,Month-to-month,Credit card (automatic),No,DSL,Yes,68.15,High ($65–95),2656.3,2589.7,Low Risk,0,Yes,No,Yes,No,Yes,No,Yes,No
3633-CDBUW,Active,0,Male,No,No,Yes,17,13–24 months,One year,Electronic check,No,DSL,Yes,80.85,High ($65–95),1445.95,1374.45,Low Risk,0,No,No,Yes,Yes,Yes,Yes,Yes,No
0707-HOVVN,Active,0,Female,Yes,No,No,70,49–72 months,Two year,Bank transfer (automatic),Yes,DSL,Yes,75.5,High ($65–95),5212.65,5285.0,Low Risk,1,Yes,No,Yes,Yes,Yes,Yes,No,No
8580-QVLOC,Churned,1,Female,Yes,Yes,Yes,72,49–72 months,Two year,Credit card (automatic),No,DSL,Yes,92.45,High ($65–95),6440.25,6656.4,Low Risk,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3956-MGXOG,Active,0,Female,No,No,No,28,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,80.6,High ($65–95),2244.95,2256.8,Low Risk,0,No,No,No,No,No,No,Yes,No
9274-UARKJ,Active,0,Female,No,No,No,15,13–24 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,83.2,High ($65–95),1130.0,1248.0,Medium Risk,0,No,No,Yes,No,No,Yes,No,No
4077-HWUYD,Active,0,Male,No,Yes,Yes,72,49–72 months,Two year,Bank transfer (automatic),Yes,DSL,Yes,87.55,High ($65–95),6463.15,6303.6,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2012-NWRPA,Churned,1,Female,Yes,Yes,No,11,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,99.55,Premium (>$95),1131.2,1095.05,High Risk,1,Yes,No,No,Yes,No,Yes,Yes,Yes
8808-ELEHO,Churned,1,Male,Yes,No,No,8,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,81.25,High ($65–95),585.95,650.0,High Risk,1,Yes,No,No,Yes,No,No,No,Yes
0103-CSITQ,Active,0,Female,No,Yes,No,57,49–72 months,One year,Bank transfer (automatic),Yes,Fiber optic,Yes,109.4,Premium (>$95),6252.7,6235.8,Low Risk,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No
3506-LCJDC,Churned,1,Male,No,Yes,Yes,1,0–12 months,Month-to-month,Bank transfer (automatic),No,No,Yes,19.95,Low (<$35),19.95,19.95,High Risk,0,No,No,No,No,No,No,No,Yes
8671-KKKOS,Active,0,Female,No,Yes,No,46,25–48 months,Month-to-month,Electronic check,No,DSL,No,45.55,Medium ($35–65),2062.15,2095.3,Low Risk,0,No,Yes,Yes,No,No,Yes,No,No
7305-ZWMAJ,Active,0,Male,No,Yes,No,30,25–48 months,One year,Credit card (automatic),No,No,Yes,20.7,Low (<$35),587.1,621.0,Low Risk,0,No,No,No,No,No,No,No,No
9518-XXBXE,Active,0,Male,Yes,Yes,No,10,0–12 months,Month-to-month,Electronic check,No,Fiber optic,Yes,75.3,High ($65–95),720.45,753.0,High Risk,1,No,Yes,No,No,No,No,No,No
3934-HXCFZ,Churned,1,Male,No,Yes,No,23,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,99.25,Premium (>$95),2186.4,2282.75,Medium Risk,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes
6578-KRMAW,Active,0,Male,No,No,No,32,25–48 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,93.4,High ($65–95),2979.3,2988.8,Low Risk,0,No,Yes,Yes,Yes,No,No,Yes,No
4860-IJUDE,Active,0,Male,No,No,No,13,13–24 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,73.75,High ($65–95),956.65,958.75,Medium Risk,0,No,Yes,No,No,No,No,No,No
7666-WKRON,Churned,1,Female,No,No,No,39,25–48 months,Two year,Electronic check,Yes,Fiber optic,Yes,80.45,High ($65–95),3201.55,3137.55,Low Risk,0,No,No,No,Yes,Yes,No,No,Yes
9688-YGXVR,Active,0,Female,No,No,No,44,25–48 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,88.15,High ($65–95),3973.2,3878.6,Low Risk,0,No,No,Yes,Yes,No,Yes,No,No
0423-UDIJQ,Active,0,Male,Yes,No,No,9,0–12 months,Month-to-month,Mailed check,No,DSL,Yes,49.2,Medium ($35–65),447.9,442.8,High Risk,1,No,No,No,No,Yes,No,No,No
1945-XISKS,Active,0,Female,No,Yes,No,67,49–72 months,Two year,Mailed check,No,No,Yes,19.65,Low (<$35),1335.2,1316.55,Low Risk,0,No,No,No,No,No,No,No,No
4910-AQFFX,Churned,1,Male,No,Yes,Yes,9,0–12 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,79.35,High ($65–95),661.25,714.15,High Risk,0,Yes,No,No,Yes,No,No,No,Yes
2154-KVJFF,Churned,1,Female,No,No,No,15,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,79.75,High ($65–95),1111.85,1196.25,Medium Risk,0,Yes,No,Yes,No,No,No,No,Yes
5360-LJCNJ,Active,0,Female,No,Yes,No,71,49–72 months,Two year,Bank transfer (automatic),Yes,Fiber optic,Yes,105.15,Premium (>$95),7555.0,7465.65,Low Risk,0,Yes,No,Yes,Yes,No,Yes,Yes,No
2607-FBDFF,Active,0,Male,No,No,No,1,0–12 months,Month-to-month,Credit card (automatic),No,DSL,Yes,49.0,Medium ($35–65),49.0,49.0,High Risk,0,No,No,No,No,Yes,No,No,No
9647-ERGBE,Churned,1,Female,No,Yes,Yes,30,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,100.05,Premium (>$95),3046.15,3001.5,Low Risk,0,Yes,No,No,Yes,No,Yes,Yes,Yes
3428-XZMAZ,Churned,1,Male,No,No,No,1,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,69.35,High ($65–95),69.35,69.35,High Risk,0,No,No,No,No,No,No,No,Yes
1100-DDVRV,Active,0,Male,No,Yes,No,17,13–24 months,Month-to-month,Mailed check,Yes,DSL,No,49.8,Medium ($35–65),836.35,846.6,Medium Risk,0,No,No,Yes,No,No,Yes,Yes,No
0378-TOVMS,Churned,1,Female,No,No,No,3,0–12 months,Month-to-month,Electronic check,No,Fiber optic,Yes,85.8,High ($65–95),272.2,257.4,High Risk,0,No,No,No,No,Yes,No,Yes,Yes
4355-HBJHH,Churned,1,Male,No,Yes,Yes,67,49–72 months,Two year,Electronic check,Yes,DSL,Yes,79.7,High ($65–95),5293.4,5339.9,Low Risk,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes
6728-WYQBC,Active,0,Male,No,No,No,1,0–12 months,Month-to-month,Bank transfer (automatic),No,No,Yes,20.95,Low (<$35),20.95,20.95,High Risk,0,No,No,No,No,No,No,No,No
9058-CBREO,Churned,1,Female,Yes,No,No,1,0–12 months,Month-to-month,Mailed check,No,DSL,Yes,50.55,Medium ($35–65),50.55,50.55,High Risk,1,Yes,No,No,No,No,No,No,Yes
9029-FEGVJ,Active,0,Female,Yes,Yes,No,32,25–48 months,Month-to-month,Mailed check,No,Fiber optic,Yes,79.3,High ($65–95),2570.0,2537.6,Low Risk,1,Yes,No,No,Yes,No,No,No,No
7216-KAOID,Active,0,Male,No,Yes,Yes,41,25–48 months,One year,Bank transfer (automatic),No,No,Yes,19.5,Low (<$35),798.2,799.5,Low Risk,0,No,No,No,No,No,No,No,No
0318-QUUOB,Churned,1,Male,No,Yes,No,1,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,80.55,High ($65–95),80.55,80.55,High Risk,0,No,No,No,No,No,Yes,No,Yes
6145-NNPNO,Active,0,Female,No,No,No,1,0–12 months,Month-to-month,Bank transfer (automatic),No,DSL,Yes,44.15,Medium ($35–65),44.15,44.15,High Risk,0,No,No,No,No,No,No,No,No
5520-FVEWJ,Churned,1,Female,No,Yes,Yes,12,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,84.5,High ($65–95),916.9,1014.0,High Risk,0,Yes,No,Yes,Yes,No,No,No,Yes
5339-TJFEK,Active,0,Male,No,Yes,Yes,62,49–72 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,105.5,Premium (>$95),6487.2,6541.0,Low Risk,0,Yes,Yes,Yes,No,No,Yes,Yes,No
5572-ZDXHY,Churned,1,Female,No,No,No,22,13–24 months,Month-to-month,Mailed check,Yes,Fiber optic,Yes,84.3,High ($65–95),1855.65,1854.6,Medium Risk,0,No,No,Yes,No,No,No,Yes,Yes
2074-GUHPQ,Active,0,Female,No,No,Yes,17,13–24 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,92.7,High ($65–95),1556.85,1575.9,Medium Risk,0,Yes,No,Yes,Yes,Yes,No,No,No
4625-XMOYM,Active,0,Female,No,Yes,Yes,72,49–72 months,Two year,Bank transfer (automatic),Yes,No,Yes,26.25,Low (<$35),1988.05,1890.0,Low Risk,0,Yes,No,No,No,No,No,No,No
5827-MWCZK,Active,0,Male,No,Yes,Yes,56,49–72 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,96.95,Premium (>$95),5432.2,5429.2,Low Risk,0,Yes,No,Yes,No,Yes,Yes,No,No
1385-TQOZW,Active,0,Female,No,No,No,9,0–12 months,Month-to-month,Credit card (automatic),Yes,No,Yes,20.45,Low (<$35),147.55,184.05,High Risk,0,No,No,No,No,No,No,No,No
5914-XRFQB,Active,0,Male,No,Yes,No,72,49–72 months,Two year,Bank transfer (automatic),Yes,Fiber optic,Yes,115.8,Premium (>$95),8424.9,8337.6,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
4329-YPDDQ,Active,0,Male,No,No,No,20,13–24 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,108.2,Premium (>$95),2203.7,2164.0,Medium Risk,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No
4804-NCPET,Active,0,Male,No,Yes,Yes,19,13–24 months,Two year,Mailed check,No,No,Yes,20.2,Low (<$35),387.4,383.8,Low Risk,0,No,No,No,No,No,No,No,No
3750-CKVKH,Churned,1,Male,No,No,No,2,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,67.75,High ($65–95),116.65,135.5,High Risk,0,No,No,No,No,No,No,No,Yes
5944-UGLLK,Active,0,Male,No,No,No,53,49–72 months,One year,Credit card (automatic),No,DSL,No,54.9,Medium ($35–65),3045.75,2909.7,Low Risk,0,No,No,No,Yes,Yes,Yes,Yes,No
8063-GBATB,Churned,1,Female,Yes,No,No,27,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,85.25,High ($65–95),2287.25,2301.75,Low Risk,1,Yes,No,No,No,No,No,Yes,Yes
7787-BNTZM,Active,0,Male,No,No,No,6,0–12 months,Month-to-month,Bank transfer (automatic),No,No,Yes,20.15,Low (<$35),130.5,120.9,High Risk,0,No,No,No,No,No,No,No,No
2252-ISRNH,Active,0,Male,No,Yes,Yes,9,0–12 months,One year,Electronic check,Yes,Fiber optic,Yes,90.35,High ($65–95),767.9,813.15,Low Risk,0,Yes,No,No,Yes,No,Yes,No,No
9415-TPKRV,Active,0,Female,No,Yes,Yes,8,0–12 months,Month-to-month,Electronic check,No,DSL,Yes,55.75,Medium ($35–65),446.8,446.0,High Risk,0,Yes,No,Yes,No,No,No,No,No
5322-TEUJK,Active,0,Female,No,Yes,Yes,71,49–72 months,Two year,Bank transfer (automatic),No,Fiber optic,Yes,114.6,Premium (>$95),8100.25,8136.6,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
4547-KQRTM,Churned,1,Female,No,No,No,10,0–12 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,80.05,High ($65–95),830.7,800.5,High Risk,0,Yes,No,Yes,No,No,No,No,Yes
4877-EVATK,Churned,1,Male,No,No,No,1,0–12 months,Month-to-month,Mailed check,No,No,Yes,20.0,Low (<$35),20.0,20.0,High Risk,0,No,No,No,No,No,No,No,Yes
1866-DIOQZ,Active,0,Female,No,Yes,No,71,49–72 months,One year,Bank transfer (automatic),No,DSL,No,66.8,High ($65–95),4689.15,4742.8,Low Risk,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No
8375-KVTHK,Active,0,Male,No,Yes,No,68,49–72 months,One year,Electronic check,Yes,Fiber optic,Yes,100.3,Premium (>$95),6754.35,6820.4,Low Risk,0,No,No,Yes,No,Yes,Yes,Yes,No
2697-NQBPF,Active,0,Male,No,No,No,34,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,105.35,Premium (>$95),3540.65,3581.9,Low Risk,0,Yes,No,Yes,No,Yes,Yes,Yes,No
3709-OIJEA,Active,0,Male,No,No,No,26,25–48 months,One year,Electronic check,Yes,Fiber optic,Yes,85.2,High ($65–95),2184.6,2215.2,Low Risk,0,No,No,Yes,Yes,Yes,No,No,No
7639-SUPCW,Churned,1,Female,No,No,No,22,13–24 months,Month-to-month,Credit card (automatic),Yes,DSL,Yes,48.8,Medium ($35–65),1054.6,1073.6,Medium Risk,0,No,Yes,No,No,No,No,No,Yes
1386-ZIKUV,Active,0,Male,No,No,No,7,0–12 months,Month-to-month,Mailed check,Yes,No,Yes,18.95,Low (<$35),130.55,132.65,High Risk,0,No,No,No,No,No,No,No,No
0599-XNYDO,Active,0,Female,No,Yes,No,20,13–24 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,69.8,High ($65–95),1540.35,1396.0,Medium Risk,0,No,No,No,No,No,No,No,No
6377-WHAOX,Active,0,Female,No,Yes,No,60,49–72 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,106.15,Premium (>$95),6411.25,6369.0,Low Risk,0,Yes,No,Yes,Yes,No,Yes,Yes,No
6855-VLGOS,Active,0,Male,No,Yes,Yes,72,49–72 months,Two year,Electronic check,No,No,Yes,20.55,Low (<$35),1432.55,1479.6,Low Risk,0,No,No,No,No,No,No,No,No
8999-XXGNS,Active,0,Female,Yes,Yes,No,72,49–72 months,One year,Credit card (automatic),Yes,Fiber optic,Yes,105.75,Premium (>$95),7629.85,7614.0,Low Risk,1,Yes,No,Yes,Yes,No,Yes,Yes,No
8746-OQQRW,Active,0,Male,No,No,No,4,0–12 months,Month-to-month,Mailed check,No,No,Yes,25.25,Low (<$35),101.9,101.0,High Risk,0,Yes,No,No,No,No,No,No,No
3181-MIZBN,Active,0,Male,No,Yes,Yes,16,13–24 months,Month-to-month,Electronic check,No,No,Yes,19.75,Low (<$35),313.4,316.0,Medium Risk,0,No,No,No,No,No,No,No,No
0471-ARVMX,Active,0,Female,Yes,Yes,No,62,49–72 months,One year,Electronic check,Yes,Fiber optic,Yes,104.85,Premium (>$95),6312.9,6500.7,Low Risk,1,Yes,Yes,No,Yes,No,Yes,Yes,No
7766-CLTIC,Active,0,Female,No,No,No,10,0–12 months,Month-to-month,Mailed check,Yes,DSL,Yes,60.95,Medium ($35–65),629.55,609.5,High Risk,0,No,No,No,No,Yes,No,Yes,No
5650-YLIBA,Active,0,Male,No,No,No,31,25–48 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,81.15,High ($65–95),2640.55,2515.65,Low Risk,0,Yes,No,Yes,No,No,No,No,No
0825-CPPQH,Active,0,Female,No,Yes,No,71,49–72 months,Two year,Credit card (automatic),No,No,Yes,19.1,Low (<$35),1372.45,1356.1,Low Risk,0,No,No,No,No,No,No,No,No
9084-OAYKL,Active,0,Male,No,No,No,58,49–72 months,Two year,Mailed check,No,No,Yes,20.8,Low (<$35),1212.25,1206.4,Low Risk,0,No,No,No,No,No,No,No,No
6122-LJADA,Active,0,Male,No,Yes,Yes,70,49–72 months,Two year,Credit card (automatic),Yes,DSL,Yes,90.15,High ($65–95),6237.05,6310.5,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
2400-XIWIO,Active,0,Female,No,Yes,No,71,49–72 months,Two year,Electronic check,No,DSL,Yes,90.1,High ($65–95),6310.9,6397.1,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
7524-VRLPL,Active,0,Male,Yes,No,No,69,49–72 months,Two year,Credit card (automatic),No,DSL,Yes,74.1,High ($65–95),5031.0,5112.9,Low Risk,1,Yes,Yes,No,Yes,Yes,No,Yes,No
1069-XAIEM,Churned,1,Female,Yes,No,No,1,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,85.05,High ($65–95),85.05,85.05,High Risk,1,Yes,No,No,No,No,No,Yes,Yes
7569-NMZYQ,Active,0,Female,No,Yes,Yes,72,49–72 months,Two year,Bank transfer (automatic),Yes,Fiber optic,Yes,118.75,Premium (>$95),8672.45,8550.0,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
5201-USSQZ,Active,0,Female,No,Yes,No,26,25–48 months,Month-to-month,Credit card (automatic),No,Fiber optic,Yes,85.9,High ($65–95),2196.45,2233.4,Low Risk,0,No,No,No,No,Yes,No,Yes,No
2105-PHWON,Active,0,Female,No,Yes,No,33,25–48 months,Month-to-month,Credit card (automatic),Yes,Fiber optic,Yes,95.0,High ($65–95),3008.15,3135.0,Low Risk,0,Yes,No,No,Yes,Yes,No,Yes,No
1494-EJZDW,Active,0,Female,No,Yes,Yes,10,0–12 months,Two year,Mailed check,No,No,Yes,20.15,Low (<$35),220.8,201.5,Low Risk,0,No,No,No,No,No,No,No,No
4884-TVUQF,Active,0,Female,Yes,No,No,57,49–72 months,Two year,Credit card (automatic),No,Fiber optic,Yes,101.3,Premium (>$95),5779.6,5774.1,Low Risk,1,Yes,Yes,No,Yes,Yes,No,Yes,No
8003-EWNDZ,Active,0,Female,No,No,No,10,0–12 months,Month-to-month,Electronic check,Yes,No,Yes,21.2,Low (<$35),222.65,212.0,High Risk,0,No,No,No,No,No,No,No,No
1897-RCFUM,Active,0,Female,No,Yes,Yes,39,25–48 months,One year,Mailed check,Yes,No,Yes,24.2,Low (<$35),914.6,943.8,Low Risk,0,Yes,No,No,No,No,No,No,No
9256-JTBNZ,Active,0,Female,No,No,No,11,0–12 months,Month-to-month,Bank transfer (automatic),No,No,Yes,20.3,Low (<$35),246.3,223.3,High Risk,0,No,No,No,No,No,No,No,No
4658-HCOHW,Churned,1,Female,No,Yes,Yes,21,13–24 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,102.8,Premium (>$95),2110.15,2158.8,Medium Risk,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes
2211-RMNHO,Active,0,Female,No,Yes,Yes,68,49–72 months,Two year,Bank transfer (automatic),No,DSL,Yes,85.3,High ($65–95),5560.0,5800.4,Low Risk,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No
2432-TFSMK,Active,0,Male,No,No,No,18,13–24 months,One year,Credit card (automatic),Yes,Fiber optic,Yes,89.6,High ($65–95),1633.0,1612.8,Low Risk,0,Yes,No,No,Yes,No,Yes,No,No
3440-JPSCL,Churned,1,Female,No,No,No,6,0–12 months,Month-to-month,Mailed check,Yes,Fiber optic,Yes,99.95,Premium (>$95),547.65,599.7,High Risk,0,No,No,No,Yes,Yes,Yes,Yes,Yes
4929-ROART,Active,0,Male,No,No,No,18,13–24 months,Month-to-month,Mailed check,No,DSL,Yes,56.25,Medium ($35–65),969.85,1012.5,Medium Risk,0,Yes,Yes,No,No,No,No,No,No
1834-ABKHQ,Active,0,Female,No,Yes,Yes,52,49–72 months,One year,Bank transfer (automatic),Yes,DSL,Yes,50.95,Medium ($35–65),2610.65,2649.4,Low Risk,0,No,No,No,Yes,No,No,No,No
1741-WTPON,Active,0,Male,No,Yes,Yes,56,49–72 months,Two year,Mailed check,No,Fiber optic,Yes,115.85,Premium (>$95),6567.9,6487.6,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3932-IJWDZ,Active,0,Male,No,No,No,45,25–48 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,103.65,Premium (>$95),4747.85,4664.25,Low Risk,0,Yes,No,No,Yes,Yes,Yes,Yes,No
1240-HCBOH,Active,0,Female,No,No,No,67,49–72 months,Two year,Mailed check,Yes,No,Yes,26.1,Low (<$35),1759.55,1748.7,Low Risk,0,Yes,No,No,No,No,No,No,No
3594-KADLU,Active,0,Male,No,Yes,No,3,0–12 months,Month-to-month,Mailed check,No,DSL,No,35.1,Medium ($35–65),101.1,105.3,High Risk,0,No,Yes,No,No,Yes,No,No,No
8065-BVEPF,Active,0,Male,Yes,No,No,65,49–72 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,99.1,Premium (>$95),6496.15,6441.5,Low Risk,1,No,No,Yes,Yes,No,Yes,Yes,No
3796-ENZGF,Active,0,Male,No,Yes,No,63,49–72 months,Two year,Mailed check,No,DSL,Yes,67.25,High ($65–95),4234.15,4236.75,Low Risk,0,Yes,No,Yes,No,Yes,No,Yes,No
1734-ZMNTZ,Active,0,Female,No,Yes,Yes,11,0–12 months,Two year,Mailed check,No,No,Yes,25.0,Low (<$35),300.7,275.0,Low Risk,0,Yes,No,No,No,No,No,No,No
2853-CWQFQ,Active,0,Male,No,No,Yes,1,0–12 months,Month-to-month,Mailed check,Yes,DSL,Yes,59.55,Medium ($35–65),59.55,59.55,High Risk,0,No,No,No,No,Yes,No,Yes,No
0813-TAXXS,Active,0,Male,No,No,No,55,49–72 months,Two year,Bank transfer (automatic),Yes,DSL,Yes,77.8,High ($65–95),4323.35,4279.0,Low Risk,0,Yes,No,No,Yes,No,Yes,Yes,No
2519-TWKFS,Active,0,Male,No,Yes,Yes,25,25–48 months,One year,Mailed check,Yes,DSL,Yes,55.1,Medium ($35–65),1466.1,1377.5,Low Risk,0,Yes,No,No,No,Yes,No,No,No
2889-FPWRM,Churned,1,Male,No,Yes,No,72,49–72 months,One year,Bank transfer (automatic),Yes,Fiber optic,Yes,117.8,Premium (>$95),8684.8,8481.6,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
0626-QXNGV,Active,0,Female,No,Yes,No,72,49–72 months,Two year,Credit card (automatic),Yes,No,Yes,24.15,Low (<$35),1776.45,1738.8,Low Risk,0,Yes,No,No,No,No,No,No,No
6723-CEGQI,Active,0,Female,No,No,Yes,65,49–72 months,Two year,Mailed check,No,DSL,No,45.25,Medium ($35–65),2933.95,2941.25,Low Risk,0,No,No,Yes,No,Yes,Yes,No,No
6987-XQSJT,Churned,1,Female,Yes,No,No,54,49–72 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,79.5,High ($65–95),4370.25,4293.0,Low Risk,1,Yes,No,Yes,No,No,No,No,Yes
4732-RRJZC,Active,0,Male,No,Yes,Yes,7,0–12 months,Month-to-month,Mailed check,No,No,Yes,20.25,Low (<$35),144.35,141.75,High Risk,0,No,No,No,No,No,No,No,No
9499-XPZXM,Active,0,Female,No,Yes,No,72,49–72 months,Two year,Bank transfer (automatic),No,DSL,Yes,64.75,Medium ($35–65),4804.75,4662.0,Low Risk,0,Yes,Yes,Yes,No,Yes,No,No,No
4338-EYCER,Active,0,Male,No,Yes,No,21,13–24 months,Month-to-month,Bank transfer (automatic),No,DSL,Yes,54.6,Medium ($35–65),1125.2,1146.6,Medium Risk,0,No,No,No,No,No,Yes,No,No
3007-FDPEA,Active,0,Female,No,No,No,2,0–12 months,Month-to-month,Bank transfer (automatic),Yes,No,Yes,20.7,Low (<$35),39.85,41.4,High Risk,0,No,No,No,No,No,No,No,No
6350-XFYGW,Active,0,Male,Yes,No,No,4,0–12 months,Month-to-month,Electronic check,Yes,Fiber optic,Yes,94.75,High ($65–95),422.4,379.0,High Risk,1,No,No,No,Yes,No,Yes,Yes,No
4290-BSXUX,Churned,1,Male,No,Yes,No,3,0–12 months,Month-to-month,Bank transfer (automatic),Yes,Fiber optic,Yes,79.65,High ($65–95),251.75,238.95,High Risk,0,Yes,No,No,No,Yes,No,No,Yes
8513-OLYGY,Active,0,Male,No,Yes,No,72,49–72 months,Two year,Credit card (automatic),No,Fiber optic,Yes,115.8,Premium (>$95),8332.15,8337.6,Low Risk,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
0311-QYWSS,Active,0,Female,No,No,No,6,0–12 months,Month-to-month,Electronic check,Yes,DSL,Yes,49.45,Medium ($35–65),314.6,296.7,High Risk,0,No,Yes,No,No,No,No,No,No
